fr_index,fr_dist,fr_time,fr_speed,cond,subject,section
2592,742.88,22,2.11,2-column,sub-12,S2
2593,1092.23,77,0.89,2-column,sub-12,S2
2594,935.94,72,0.81,2-column,sub-12,S2
2595,1020.68,58,1.1,2-column,sub-12,S2
2596,521.3,26,1.25,2-column,sub-12,S2
2597,70.67,6,0.74,2-column,sub-12,S2
2598,108.53,6,1.13,2-column,sub-12,S2
2599,758.07,33,1.44,2-column,sub-12,S2
2600,994.8,40,1.55,2-column,sub-12,S2
2601,233.93,37,0.4,2-column,sub-12,S2
2602,698.85,22,1.99,2-column,sub-12,S2
2603,782.91,32,1.53,2-column,sub-12,S2
2604,960.67,22,2.73,2-column,sub-12,-------------
2605,151.52,7,1.35,2-column,sub-12,S3
2606,664.23,19,2.18,2-column,sub-12,S3
2607,1699.5,38,2.8,1-column,sub-14,S0
2608,95.0,11,0.54,1-column,sub-14,S0
2609,354.95,53,0.42,1-column,sub-14,S0
2610,191.97,54,0.22,1-column,sub-14,S0
2611,53.78,19,0.18,1-column,sub-14,S0
2612,184.0,178,0.06,1-column,sub-14,S0
2613,190.23,9,1.32,1-column,sub-14,S0
2614,714.68,26,1.72,1-column,sub-14,S0
2615,334.53,15,1.39,1-column,sub-14,S0
2616,871.79,29,1.88,1-column,sub-14,S0
2617,639.12,102,0.39,1-column,sub-14,S0
2618,247.86,17,0.91,1-column,sub-14,S0
2619,186.32,42,0.28,1-column,sub-14,S0
2620,263.23,15,1.1,1-column,sub-14,S0
2621,358.63,16,1.4,1-column,sub-14,S0
2622,366.17,27,0.85,1-column,sub-14,S1
2623,551.79,46,0.75,1-column,sub-14,S1
2624,107.25,7,0.96,1-column,sub-14,S1
2625,784.49,24,2.04,1-column,sub-14,S1
2626,1219.89,120,0.64,1-column,sub-14,S1
2627,284.68,38,0.47,1-column,sub-14,S1
2628,1034.64,57,1.13,1-column,sub-14,S1
2629,542.48,75,0.45,1-column,sub-14,S1
2630,622.53,5,7.78,1-column,sub-14,S1
2631,496.49,46,0.67,1-column,sub-14,S1
2632,729.7,13,3.51,1-column,sub-14,S1
2633,137.0,36,0.24,1-column,sub-14,S1
2634,1262.09,91,0.87,1-column,sub-14,S1
2635,79.32,4,1.24,1-column,sub-14,S1
2636,85.26,8,0.67,1-column,sub-14,S1
2637,946.95,105,0.56,1-column,sub-14,S1
2638,1298.32,127,0.64,1-column,sub-14,S1
2639,1258.12,65,1.21,1-column,sub-14,S1
2640,239.42,11,1.36,1-column,sub-14,S1
2641,1218.16,47,1.62,1-column,sub-14,S1
2642,88.13,8,0.69,1-column,sub-14,S1
2643,241.45,22,0.69,1-column,sub-14,S1
2644,1163.1,73,1.0,1-column,sub-14,S1
2645,791.21,132,0.37,1-column,sub-14,S1
2646,699.01,19,2.3,1-column,sub-14,S1
2647,86.18,5,1.08,1-column,sub-14,S1
2648,630.1,34,1.16,1-column,sub-14,S1
2649,1363.51,84,1.01,1-column,sub-14,S1
2650,1406.13,114,0.77,1-column,sub-14,S1
2651,469.99,42,0.7,1-column,sub-14,S1
2652,597.38,12,3.11,1-column,sub-14,S1
2653,69.31,10,0.43,1-column,sub-14,S1
2654,1347.46,93,0.91,1-column,sub-14,S1
2655,388.88,32,0.76,1-column,sub-14,S1
2656,1151.01,85,0.85,1-column,sub-14,S0
2657,397.75,21,1.18,1-column,sub-14,S1
2658,1240.35,34,2.28,1-column,sub-14,S1
2659,367.72,41,0.56,1-column,sub-14,S1
2660,167.91,5,2.1,1-column,sub-14,S1
2661,286.25,35,0.51,1-column,sub-14,S1
2662,682.6,11,3.88,1-column,sub-14,S1
2663,286.98,16,1.12,1-column,sub-14,S1
2664,113.51,7,1.01,1-column,sub-14,S1
2665,377.95,35,0.67,1-column,sub-14,S1
2666,260.68,35,0.47,1-column,sub-14,S1
2667,239.58,18,0.83,1-column,sub-14,S1
2668,1098.33,70,0.98,1-column,sub-14,S1
2669,130.27,16,0.51,1-column,sub-14,S1
2670,995.81,44,1.41,1-column,sub-14,S1
2671,277.49,37,0.47,1-column,sub-14,S1
2672,1062.41,47,1.41,1-column,sub-14,S1
2673,439.55,25,1.1,1-column,sub-14,S1
2674,542.43,71,0.48,1-column,sub-14,S1
2675,343.23,5,4.29,1-column,sub-14,S1
2676,81.08,6,0.84,1-column,sub-14,S1
2677,300.41,16,1.17,1-column,sub-14,S1
2678,347.42,49,0.44,1-column,sub-14,S1
2679,165.39,6,1.72,1-column,sub-14,S1
2680,532.82,11,3.03,1-column,sub-14,S1
2681,1099.33,28,2.45,1-column,sub-14,S1
2682,44.0,9,0.31,1-column,sub-14,S1
2683,667.67,7,5.96,1-column,sub-14,S1
2684,1235.39,57,1.35,1-column,sub-14,S1
2685,1083.97,57,1.19,1-column,sub-14,S1
2686,635.27,48,0.83,1-column,sub-14,S1
2687,131.44,12,0.68,1-column,sub-14,S1
2688,616.24,23,1.67,1-column,sub-14,S1
2689,1239.11,69,1.12,1-column,sub-14,S1
2690,1150.89,55,1.31,1-column,sub-14,S1
2691,104.88,7,0.94,1-column,sub-14,S1
2692,406.06,37,0.69,1-column,sub-14,S1
2693,196.11,10,1.23,1-column,sub-14,S1
2694,124.45,22,0.35,1-column,sub-14,S1
2695,1214.93,81,0.94,1-column,sub-14,S1
2696,288.62,16,1.13,1-column,sub-14,S1
2697,181.09,28,0.4,1-column,sub-14,S1
2698,820.47,22,2.33,1-column,sub-14,S1
2699,1287.6,106,0.76,1-column,sub-14,S1
2700,256.56,19,0.84,1-column,sub-14,S1
2701,957.32,32,1.87,1-column,sub-14,S1
2702,542.86,34,1.0,1-column,sub-14,S1
2703,274.16,23,0.75,1-column,sub-14,S1
2704,92.29,57,0.1,1-column,sub-14,S1
2705,831.07,17,3.06,1-column,sub-14,S1
2706,1215.9,50,1.52,1-column,sub-14,S1
2707,1092.25,86,0.79,1-column,sub-14,S1
2708,986.64,44,1.4,1-column,sub-14,S1
2709,1230.92,53,1.45,1-column,sub-14,S1
2710,1212.39,62,1.22,1-column,sub-14,S1
2711,201.25,23,0.55,1-column,sub-14,S0
2712,1602.3,128,0.78,1-column,sub-14,S0
2713,192.36,28,0.43,1-column,sub-14,S1
2714,133.42,8,1.04,1-column,sub-14,S1
2715,348.29,39,0.56,1-column,sub-14,S1
2716,1154.92,65,1.11,1-column,sub-14,S1
2717,698.54,67,0.65,1-column,sub-14,S1
2718,845.95,22,2.4,1-column,sub-14,S1
2719,361.6,34,0.66,1-column,sub-14,S1
2720,1444.5,68,1.33,1-column,sub-14,S1
2721,1746.12,106,1.03,1-column,sub-14,S1
2722,341.63,83,0.26,1-column,sub-14,S1
2723,283.73,26,0.68,1-column,sub-14,S1
2724,818.24,24,2.13,1-column,sub-14,S1
2725,116.47,8,0.91,1-column,sub-14,S1
2726,1131.89,50,1.41,1-column,sub-14,S1
2727,133.67,10,0.84,1-column,sub-14,S1
2728,62.98,10,0.39,1-column,sub-14,S1
2729,1396.13,92,0.95,1-column,sub-14,S1
2730,395.76,25,0.99,1-column,sub-14,S1
2731,150.11,22,0.43,1-column,sub-14,S1
2732,1210.08,76,1.0,1-column,sub-14,S1
2733,526.03,61,0.54,1-column,sub-14,S1
2734,1126.2,36,1.96,1-column,sub-14,S1
2735,571.68,43,0.83,1-column,sub-14,S1
2736,129.87,7,1.16,1-column,sub-14,S1
2737,1194.39,16,4.67,1-column,sub-14,S1
2738,1504.98,64,1.47,1-column,sub-14,S1
2739,495.38,48,0.65,1-column,sub-14,S1
2740,1110.95,32,2.17,1-column,sub-14,S1
2741,1647.36,75,1.37,1-column,sub-14,S1
2742,176.7,15,0.74,1-column,sub-14,S1
2743,1424.56,52,1.71,1-column,sub-14,S1
2744,1641.76,76,1.35,1-column,sub-14,S1
2745,177.73,13,0.85,1-column,sub-14,S1
2746,74.47,13,0.36,1-column,sub-14,S1
2747,619.0,23,1.68,1-column,sub-14,S1
2748,799.08,18,2.77,1-column,sub-14,S1
2749,1719.38,96,1.12,1-column,sub-14,S1
2750,343.43,34,0.63,1-column,sub-14,S1
2751,1383.87,31,2.79,1-column,sub-14,S1
2752,1755.38,82,1.34,1-column,sub-14,S1
2753,1482.13,56,1.65,1-column,sub-14,S0
2754,239.29,15,1.0,1-column,sub-14,S1
2755,169.69,17,0.62,1-column,sub-14,S1
2756,937.15,41,1.43,1-column,sub-14,S1
2757,150.24,8,1.17,1-column,sub-14,S1
2758,211.38,18,0.73,1-column,sub-14,S1
2759,1229.04,59,1.3,1-column,sub-14,S1
2760,663.13,90,0.46,1-column,sub-14,S1
2761,870.58,26,2.09,1-column,sub-14,S1
2762,89.38,6,0.93,1-column,sub-14,S1
2763,420.05,17,1.54,1-column,sub-14,S1
2764,1141.27,45,1.59,1-column,sub-14,S1
2765,340.91,36,0.59,1-column,sub-14,S1
2766,1091.14,30,2.27,1-column,sub-14,S1
2767,87.48,6,0.91,1-column,sub-14,S1
2768,1517.11,81,1.17,1-column,sub-14,S1
2769,414.65,35,0.74,1-column,sub-14,S1
2770,274.5,17,1.01,1-column,sub-14,S1
2771,30.16,20,0.09,1-column,sub-14,S1
2772,774.12,10,4.84,1-column,sub-14,S1
2773,581.81,51,0.71,1-column,sub-14,S1
2774,1052.68,34,1.94,1-column,sub-14,S1
2775,1484.29,115,0.81,1-column,sub-14,S1
2776,1599.08,80,1.25,1-column,sub-14,S1
2777,1402.06,49,1.79,1-column,sub-14,S1
2778,1475.41,48,1.92,1-column,sub-14,S1
2779,1251.05,90,0.87,1-column,sub-14,S1
2780,628.97,45,0.87,1-column,sub-14,S2
2781,267.31,40,0.42,1-column,sub-14,S2
2782,393.88,29,0.85,1-column,sub-14,S2
2783,473.53,59,0.5,1-column,sub-14,S2
2784,193.57,27,0.45,1-column,sub-14,S2
2785,1396.15,92,0.95,1-column,sub-14,S2
2786,1672.45,149,0.7,1-column,sub-14,S2
2787,199.6,26,0.48,1-column,sub-14,S2
2788,1618.85,77,1.31,1-column,sub-14,S2
2789,1666.4,78,1.34,1-column,sub-14,S2
2790,819.39,80,0.64,1-column,sub-14,S2
2791,768.6,5,9.61,1-column,sub-14,S2
2792,912.85,133,0.43,1-column,sub-14,S2
2793,894.5,15,3.73,1-column,sub-14,S2
2794,347.8,22,0.99,1-column,sub-14,S2
2795,62.81,6,0.65,1-column,sub-14,S2
2796,1025.0,55,1.16,1-column,sub-14,S2
2797,182.1,13,0.88,1-column,sub-14,S2
2798,1348.97,94,0.9,1-column,sub-14,S2
2799,754.05,44,1.07,1-column,sub-14,S2
2800,1522.07,132,0.72,1-column,sub-14,S2
2801,168.35,15,0.7,1-column,sub-14,S2
2802,1590.59,116,0.86,1-column,sub-14,S2
2803,217.9,11,1.24,1-column,sub-14,S2
2804,1466.76,94,0.98,1-column,sub-14,S2
2805,772.38,105,0.46,1-column,sub-14,S2
2806,338.95,34,0.62,1-column,sub-14,S2
2807,1313.87,41,2.0,1-column,sub-14,S2
2808,593.52,106,0.35,1-column,sub-14,S2
2809,1124.46,20,3.51,1-column,sub-14,S2
2810,265.3,61,0.27,1-column,sub-14,S2
2811,134.24,16,0.52,1-column,sub-14,S2
2812,132.54,4,2.07,1-column,sub-14,S2
2813,1626.32,100,1.02,1-column,sub-14,S2
2814,149.47,11,0.85,1-column,sub-14,S2
2815,357.59,35,0.64,1-column,sub-14,S2
2816,278.79,29,0.6,1-column,sub-14,S2
2817,356.89,10,2.23,1-column,sub-14,S2
2818,1593.06,81,1.23,1-column,sub-14,S2
2819,178.63,31,0.36,1-column,sub-14,S2
2820,67.04,15,0.28,1-column,sub-14,S2
2821,723.59,64,0.71,1-column,sub-14,S2
2822,897.37,11,5.1,1-column,sub-14,S2
2823,866.33,12,4.51,1-column,sub-14,S2
2824,890.34,109,0.51,1-column,sub-14,S2
2825,878.73,11,4.99,1-column,sub-14,S2
2826,1590.27,77,1.29,1-column,sub-14,S2
2827,1580.42,105,0.94,1-column,sub-14,S2
2828,335.9,15,1.4,1-column,sub-14,S2
2829,522.36,35,0.93,1-column,sub-14,S2
2830,836.82,5,10.46,1-column,sub-14,S2
2831,248.17,29,0.53,1-column,sub-14,S2
2832,1528.98,50,1.91,1-column,sub-14,S2
2833,710.37,74,0.6,1-column,sub-14,S2
2834,19.21,24,0.05,1-column,sub-14,S2
2835,1070.51,28,2.39,1-column,sub-14,S2
2836,350.54,33,0.66,1-column,sub-14,S2
2837,480.67,53,0.57,1-column,sub-14,S2
2838,985.61,24,2.57,1-column,sub-14,S2
2839,282.04,24,0.73,1-column,sub-14,S2
2840,1317.81,84,0.98,1-column,sub-14,S2
2841,1724.01,78,1.38,1-column,sub-14,S2
2842,465.2,43,0.68,1-column,sub-14,S2
2843,1204.95,23,3.27,1-column,sub-14,S2
2844,184.47,9,1.28,1-column,sub-14,S2
2845,570.97,36,0.99,1-column,sub-14,S2
2846,862.55,4,13.48,1-column,sub-14,S2
2847,162.37,18,0.56,1-column,sub-14,S2
2848,239.01,23,0.65,1-column,sub-14,S2
2849,1358.87,55,1.54,1-column,sub-14,S2
2850,729.97,55,0.83,1-column,sub-14,S2
2851,1141.68,31,2.3,1-column,sub-14,S2
2852,92.08,9,0.64,1-column,sub-14,S2
2853,585.25,46,0.8,1-column,sub-14,S2
2854,409.8,55,0.47,1-column,sub-14,S2
2855,907.67,15,3.78,1-column,sub-14,S2
2856,34.14,10,0.21,1-column,sub-14,S2
2857,442.38,37,0.75,1-column,sub-14,S2
2858,69.25,4,1.08,1-column,sub-14,S2
2859,312.2,49,0.4,1-column,sub-14,S2
2860,24.07,7,0.21,1-column,sub-14,S2
2861,16.54,6,0.17,1-column,sub-14,S2
2862,902.57,17,3.32,1-column,sub-14,S2
2863,979.47,18,3.4,1-column,sub-14,S2
2864,116.71,14,0.52,1-column,sub-14,S2
2865,144.18,11,0.82,1-column,sub-14,S2
2866,1000.56,20,3.13,1-column,sub-14,S2
2867,46.9,52,0.06,1-column,sub-14,S2
2868,1563.12,118,0.83,1-column,sub-14,S2
2869,57.11,5,0.71,1-column,sub-14,S2
2870,463.48,50,0.58,1-column,sub-14,S2
2871,1161.72,29,2.5,1-column,sub-14,S2
2872,862.12,52,1.04,1-column,sub-14,S2
2873,1263.41,40,1.97,1-column,sub-14,S2
2874,425.1,40,0.66,1-column,sub-14,S2
2875,1089.5,57,1.19,1-column,sub-14,S2
2876,1559.54,77,1.27,1-column,sub-14,S2
2877,577.88,65,0.56,1-column,sub-14,S2
2878,38.8,5,0.48,1-column,sub-14,S2
2879,635.5,60,0.66,1-column,sub-14,S2
2880,925.3,15,3.86,1-column,sub-14,S2
2881,1567.96,62,1.58,1-column,sub-14,S2
2882,1659.2,71,1.46,1-column,sub-14,S2
2883,343.17,18,1.19,1-column,sub-14,S2
2884,865.08,11,4.92,1-column,sub-14,S2
2885,369.4,24,0.96,1-column,sub-14,S2
2886,706.42,26,1.7,1-column,sub-14,S2
2887,506.73,86,0.37,1-column,sub-14,S2
2888,1034.64,14,4.62,1-column,sub-14,S2
2889,1500.58,90,1.04,1-column,sub-14,S2
2890,1424.9,105,0.85,1-column,sub-14,S2
2891,317.44,77,0.26,1-column,sub-14,S2
2892,1130.03,17,4.15,1-column,sub-14,S2
2893,254.34,16,0.99,1-column,sub-14,S2
2894,55.83,14,0.25,1-column,sub-14,S2
2895,289.68,42,0.43,1-column,sub-14,S2
2896,1018.18,16,3.98,1-column,sub-14,S2
2897,1592.42,96,1.04,1-column,sub-14,S2
2898,390.08,44,0.55,1-column,sub-14,S2
2899,71.59,8,0.56,1-column,sub-14,S2
2900,203.67,9,1.41,1-column,sub-14,S2
2901,813.6,7,7.26,1-column,sub-14,S2
2902,472.98,39,0.76,1-column,sub-14,S2
2903,349.28,30,0.73,1-column,sub-14,S2
2904,683.56,5,8.54,1-column,sub-14,S2
2905,515.06,36,0.89,1-column,sub-14,S2
2906,605.19,30,1.26,1-column,sub-14,S2
2907,352.04,12,1.83,1-column,sub-14,S2
2908,305.76,21,0.91,1-column,sub-14,S2
2909,232.66,61,0.24,1-column,sub-14,S2
2910,373.19,35,0.67,1-column,sub-14,S2
2911,433.95,12,2.26,1-column,sub-14,S2
2912,769.88,30,1.6,1-column,sub-14,S2
2913,722.9,21,2.15,1-column,sub-14,S2
2914,170.85,4,2.67,1-column,sub-14,S2
2915,138.74,17,0.51,1-column,sub-14,S2
2916,317.15,50,0.4,1-column,sub-14,S2
2917,332.1,41,0.51,1-column,sub-14,S2
2918,1046.8,43,1.52,1-column,sub-14,S2
2919,83.16,6,0.87,1-column,sub-14,S2
2920,151.69,63,0.15,1-column,sub-14,S2
2921,324.4,14,1.45,1-column,sub-14,S2
2922,120.15,9,0.83,1-column,sub-14,S2
2923,1611.94,62,1.62,1-column,sub-14,S2
2924,1274.76,146,0.55,1-column,sub-14,S2
2925,555.78,18,1.93,1-column,sub-14,S2
2926,292.59,33,0.55,1-column,sub-14,S2
2927,645.3,17,2.37,1-column,sub-14,S2
2928,543.9,8,4.25,1-column,sub-14,S2
2929,531.55,20,1.66,1-column,sub-14,S2
2930,119.63,6,1.25,1-column,sub-14,S2
2931,672.56,39,1.08,1-column,sub-14,S2
2932,404.93,10,2.53,1-column,sub-14,S2
2933,66.53,8,0.52,1-column,sub-14,S2
2934,695.9,7,6.21,1-column,sub-14,S2
2935,1031.49,17,3.79,1-column,sub-14,S2
2936,401.37,41,0.61,1-column,sub-14,S2
2937,1269.77,52,1.53,1-column,sub-14,S2
2938,1539.9,65,1.48,1-column,sub-14,S2
2939,70.45,7,0.63,1-column,sub-14,S2
2940,387.75,4,6.06,1-column,sub-14,S2
2941,1097.69,28,2.45,1-column,sub-14,S2
2942,1052.1,44,1.49,1-column,sub-14,S2
2943,586.65,26,1.41,1-column,sub-14,S2
2944,154.64,9,1.07,1-column,sub-14,S2
2945,901.53,38,1.48,1-column,sub-14,S2
2946,1289.42,50,1.61,1-column,sub-14,S2
2947,333.68,59,0.35,1-column,sub-14,S2
2948,775.44,62,0.78,1-column,sub-14,S2
2949,425.06,7,3.8,1-column,sub-14,S2
2950,865.42,15,3.61,1-column,sub-14,S2
2951,863.55,81,0.67,1-column,sub-14,S2
2952,794.53,27,1.84,1-column,sub-14,S2
2953,136.5,9,0.95,1-column,sub-14,S2
2954,761.06,11,4.32,1-column,sub-14,S2
2955,1342.05,88,0.95,1-column,sub-14,S2
2956,1635.26,111,0.92,1-column,sub-14,S2
2957,670.58,53,0.79,1-column,sub-14,S2
2958,979.72,29,2.11,1-column,sub-14,S2
2959,378.84,53,0.45,1-column,sub-14,S2
2960,268.48,18,0.93,1-column,sub-14,S2
2961,1178.75,36,2.05,1-column,sub-14,S2
2962,422.01,21,1.26,1-column,sub-14,S2
2963,446.04,65,0.43,1-column,sub-14,S2
2964,227.08,43,0.33,1-column,sub-14,S2
2965,1071.48,34,1.97,1-column,sub-14,S2
2966,115.5,22,0.33,1-column,sub-14,S2
2967,209.84,41,0.32,1-column,sub-14,S2
2968,730.87,15,3.05,1-column,sub-14,S2
2969,482.08,103,0.29,1-column,sub-14,S2
2970,811.02,10,5.07,1-column,sub-14,S2
2971,1244.1,53,1.47,1-column,sub-14,S2
2972,96.35,13,0.46,1-column,sub-14,S2
2973,1341.29,89,0.94,1-column,sub-14,S2
2974,224.42,15,0.94,1-column,sub-14,S2
2975,208.0,10,1.3,1-column,sub-14,S2
2976,235.31,80,0.18,1-column,sub-14,S2
2977,340.0,41,0.52,1-column,sub-14,S2
2978,138.0,28,0.31,1-column,sub-14,S2
2979,182.86,17,0.67,1-column,sub-14,S2
2980,984.26,21,2.93,1-column,sub-14,S2
2981,79.7,4,1.25,1-column,sub-14,S2
2982,1578.19,90,1.1,1-column,sub-14,S2
2983,206.61,23,0.56,1-column,sub-14,S2
2984,700.78,25,1.75,1-column,sub-14,S2
2985,382.13,41,0.58,1-column,sub-14,S2
2986,321.39,26,0.77,1-column,sub-14,S2
2987,51.79,14,0.23,1-column,sub-14,S2
2988,758.34,5,9.48,1-column,sub-14,S2
2989,1821.67,79,1.44,1-column,sub-14,S2
2990,1104.4,85,0.81,1-column,sub-14,S2
2991,157.1,19,0.52,1-column,sub-14,S2
2992,775.84,23,2.11,1-column,sub-14,S2
2993,1264.52,51,1.55,1-column,sub-14,S2
2994,79.68,6,0.83,1-column,sub-14,S2
2995,175.93,4,2.75,1-column,sub-14,S2
2996,880.74,21,2.62,1-column,sub-14,S2
2997,347.94,49,0.44,1-column,sub-14,S2
2998,1379.45,31,2.78,1-column,sub-14,S2
2999,716.4,31,1.44,1-column,sub-14,S2
3000,1223.43,31,2.47,1-column,sub-14,S2
3001,72.21,8,0.56,1-column,sub-14,S2
3002,296.68,17,1.09,1-column,sub-14,S2
3003,659.09,77,0.53,1-column,sub-14,S2
3004,203.12,29,0.44,1-column,sub-14,S2
3005,418.65,44,0.59,1-column,sub-14,S2
3006,73.39,12,0.38,1-column,sub-14,S2
3007,485.47,8,3.79,1-column,sub-14,S2
3008,170.06,17,0.63,1-column,sub-14,S2
3009,648.69,33,1.23,1-column,sub-14,S2
3010,357.95,12,1.86,1-column,sub-14,S2
3011,325.6,36,0.57,1-column,sub-14,S2
3012,1228.64,33,2.33,1-column,sub-14,S2
3013,142.24,22,0.4,1-column,sub-14,S2
3014,229.05,47,0.3,1-column,sub-14,S2
3015,561.97,19,1.85,1-column,sub-14,S2
3016,258.11,19,0.85,1-column,sub-14,S2
3017,1348.4,66,1.28,1-column,sub-14,S2
3018,872.04,102,0.53,1-column,sub-14,S2
3019,1021.18,25,2.55,1-column,sub-14,S2
3020,835.55,161,0.32,1-column,sub-14,S2
3021,879.06,15,3.66,1-column,sub-14,S2
3022,197.82,34,0.36,1-column,sub-14,S2
3023,1151.2,44,1.64,1-column,sub-14,S2
3024,959.06,40,1.5,1-column,sub-14,S2
3025,103.26,19,0.34,1-column,sub-14,S2
3026,188.9,21,0.56,1-column,sub-14,S2
3027,621.06,47,0.83,1-column,sub-14,S2
3028,990.78,16,3.87,1-column,sub-14,S2
3029,258.81,49,0.33,1-column,sub-14,S2
3030,584.15,97,0.38,1-column,sub-14,S2
3031,888.19,11,5.05,1-column,sub-14,S2
3032,1713.9,105,1.02,1-column,sub-14,S2
3033,61.12,6,0.64,1-column,sub-14,S2
3034,792.59,9,5.5,1-column,sub-14,S2
3035,1104.83,62,1.11,1-column,sub-14,S2
3036,1326.73,68,1.22,1-column,sub-14,S2
3037,702.98,64,0.69,1-column,sub-14,S2
3038,880.1,19,2.9,1-column,sub-14,S2
3039,66.85,5,0.84,1-column,sub-14,S2
3040,490.05,54,0.57,1-column,sub-14,S2
3041,1096.17,28,2.45,1-column,sub-14,S2
3042,70.3,12,0.37,1-column,sub-14,S2
3043,148.24,5,1.85,1-column,sub-14,S2
3044,840.66,12,4.38,1-column,sub-14,S2
3045,98.03,30,0.2,1-column,sub-14,S2
3046,254.51,15,1.06,1-column,sub-14,S2
3047,955.15,58,1.03,1-column,sub-14,S2
3048,394.28,36,0.68,1-column,sub-14,S2
3049,1529.42,113,0.85,1-column,sub-14,S2
3050,605.98,55,0.69,1-column,sub-14,S2
3051,993.69,9,6.9,1-column,sub-14,S2
3052,91.18,13,0.44,1-column,sub-14,S2
3053,811.13,68,0.75,1-column,sub-14,S2
3054,82.04,4,1.28,1-column,sub-14,S2
3055,827.76,12,4.31,1-column,sub-14,S2
3056,629.69,70,0.56,1-column,sub-14,S2
3057,1029.0,40,1.61,1-column,sub-14,S2
3058,1676.61,104,1.01,1-column,sub-14,S2
3059,88.68,7,0.79,1-column,sub-14,S2
3060,80.73,12,0.42,1-column,sub-14,S2
3061,643.97,24,1.68,1-column,sub-14,S2
3062,92.14,9,0.64,1-column,sub-14,S2
3063,1194.93,28,2.67,1-column,sub-14,S2
3064,786.52,89,0.55,1-column,sub-14,S2
3065,903.49,20,2.82,1-column,sub-14,S2
3066,1585.01,102,0.97,1-column,sub-14,S2
3067,67.01,6,0.7,1-column,sub-14,S2
3068,630.1,62,0.64,1-column,sub-14,S2
3069,343.33,116,0.18,1-column,sub-14,S2
3070,150.36,4,2.35,1-column,sub-14,S2
3071,1057.18,32,2.06,1-column,sub-14,S2
3072,261.87,23,0.71,1-column,sub-14,S2
3073,252.77,12,1.32,1-column,sub-14,S2
3074,356.95,48,0.46,1-column,sub-14,S2
3075,224.85,21,0.67,1-column,sub-14,S2
3076,642.52,35,1.15,1-column,sub-14,S2
3077,1516.36,94,1.01,1-column,sub-14,S2
3078,477.02,42,0.71,1-column,sub-14,S2
3079,1426.79,53,1.68,1-column,sub-14,S2
3080,309.43,51,0.38,1-column,sub-14,S2
3081,1723.07,95,1.13,1-column,sub-14,S2
3082,571.95,8,4.47,1-column,sub-14,S2
3083,927.96,49,1.18,1-column,sub-14,S2
3084,975.36,23,2.65,1-column,sub-14,S2
3085,198.61,14,0.89,1-column,sub-14,S2
3086,1619.68,136,0.74,1-column,sub-14,S2
3087,700.36,66,0.66,1-column,sub-14,S2
3088,250.81,34,0.46,1-column,sub-14,S2
3089,283.87,29,0.61,1-column,sub-14,S2
3090,269.13,8,2.1,1-column,sub-14,S2
3091,1065.63,28,2.38,1-column,sub-14,S2
3092,417.18,51,0.51,1-column,sub-14,S2
3093,1207.69,40,1.89,1-column,sub-14,S2
3094,444.17,60,0.46,1-column,sub-14,S2
3095,265.4,25,0.66,1-column,sub-14,S2
3096,145.86,12,0.76,1-column,sub-14,S2
3097,208.71,39,0.33,1-column,sub-14,S2
3098,574.43,60,0.6,1-column,sub-14,S2
3099,1379.61,41,2.1,1-column,sub-14,S2
3100,414.74,58,0.45,1-column,sub-14,S2
3101,179.87,5,2.25,1-column,sub-14,S2
3102,988.96,9,6.87,1-column,sub-14,S2
3103,664.58,27,1.54,1-column,sub-14,S2
3104,86.5,6,0.9,1-column,sub-14,S2
3105,410.8,42,0.61,1-column,sub-14,S2
3106,305.76,10,1.91,1-column,sub-14,S2
3107,1044.51,29,2.25,1-column,sub-14,S2
3108,43.77,4,0.68,1-column,sub-14,S2
3109,1644.35,137,0.75,1-column,sub-14,S2
3110,1529.1,80,1.19,1-column,sub-14,S2
3111,1564.86,95,1.03,1-column,sub-14,S2
3112,143.69,18,0.5,1-column,sub-14,S2
3113,725.38,97,0.47,1-column,sub-14,S2
3114,1143.7,20,3.57,1-column,sub-14,S2
3115,198.24,18,0.69,1-column,sub-14,S2
3116,1048.51,29,2.26,1-column,sub-14,S2
3117,728.02,34,1.34,1-column,sub-14,S2
3118,710.39,4,11.1,1-column,sub-14,-------------
3119,649.7,46,0.88,1-column,sub-14,S2
3120,118.74,10,0.74,1-column,sub-14,S2
3121,112.16,6,1.17,1-column,sub-14,S2
3122,343.33,16,1.34,1-column,sub-14,S2
3123,499.09,21,1.49,1-column,sub-14,S2
3124,43.68,28,0.1,1-column,sub-14,S2
3125,62.45,6,0.65,1-column,sub-14,S2
3126,119.44,4,1.87,1-column,sub-14,S2
3127,98.12,21,0.29,1-column,sub-14,S2
3128,477.38,5,5.97,1-column,sub-14,S2
3129,31.13,15,0.13,1-column,sub-14,S2
3130,64.89,5,0.81,1-column,sub-14,S2
3131,323.87,45,0.45,1-column,sub-14,S2
3132,730.69,14,3.26,1-column,sub-14,S2
3133,318.21,12,1.66,1-column,sub-14,S2
3134,387.65,61,0.4,1-column,sub-14,S2
3135,925.22,57,1.01,1-column,sub-14,S2
3136,1521.27,61,1.56,1-column,sub-14,S2
3137,270.17,43,0.39,1-column,sub-14,S2
3138,1057.91,40,1.65,1-column,sub-14,S3
3139,76.38,8,0.6,1-column,sub-14,S2
3140,157.29,15,0.66,1-column,sub-14,S2
3141,412.49,47,0.55,1-column,sub-14,S2
3142,1514.97,36,2.63,1-column,sub-14,S2
3143,1302.74,94,0.87,1-column,sub-14,S2
